fire_id,observation_year,summer_temp_c,summer_precip_mm,summer_vpd_kpa,temp_anomaly_c,precip_anomaly_mm,vpd_anomaly_kpa
19951080996,2000,14.51672707338034,3189.0345818026176,0.5079856557519213,-1.5688546113369688,-605.8054206482749,-0.10010631053447949
1986 7115,2001,15.866381682213225,3309.6694175196685,0.5844342793937043,0.3948635103859032,-658.5516628445125,0.01102170199090189
1988 7169,2001,16.210006958198264,3523.533244114118,0.6056093435685931,0.39922346062898384,-554.0261724438669,0.017543870763642465
1992 7079,2001,16.19900979635534,3384.511376486633,0.626113771507528,0.3378075271168399,-156.72450797172635,0.03188332070501792
19951080515,2001,16.068836376632476,3408.018724903627,0.6014377825471108,0.4163203317761841,-636.8540240719926,0.016160896348682563
19951080996,2001,16.442178628965095,3062.5802526132934,0.6498374588753238,0.3565969442477866,-732.2597498375993,0.04174549258892298
1986 7115,2002,15.386046227039788,2957.3578533901696,0.6093709748359597,-0.08547194478752868,-1010.8632269740116,0.03595839743315735
1988 7169,2002,15.769806408229481,3297.278044967357,0.6409837662213144,-0.04097708933980135,-780.2813715906282,0.052918293416363775
1992 7079,2002,15.89367728017643,2858.0824011485415,0.6379399394861215,0.03247501093793067,-683.1534833098176,0.04370948868361143
19951080515,2002,15.608584450984381,3025.9481772103277,0.6338409201972272,-0.04393159387191048,-1018.9245717652921,0.04856403399879894
19951080996,2002,16.003727345823652,3453.9564957600414,0.637800759518509,-0.08185433889366002,-340.8835066908517,0.029708793232108077
1986 7115,2003,15.19823935293675,3805.5347216395717,0.56776991290539,-0.2732788188905722,-162.68635872460942,-0.005642664497412405
1988 7169,2003,15.539909247000658,4442.451626648748,0.5698734151859507,-0.2708742505686244,364.89221009076294,-0.018192057618999793
1992 7079,2003,15.495150123482311,4082.049740834272,0.5548701490363722,-0.36605214575619044,540.8138563759127,-0.039360301766137924
19951080515,2003,15.363693477796517,4141.227116359847,0.5722766158281132,-0.2888225670597748,96.35436738422732,-0.013000270370315037
19951080996,2003,15.819562241161135,5557.873160865791,0.5622302628756527,-0.2660194435561765,1763.033158414898,-0.04586170341074827
1986 7115,2004,13.875903273803347,4535.363142934309,0.46437865913357845,-1.595614898023975,567.142062570128,-0.10903391826922385
1988 7169,2004,14.217367700678173,5179.659869180708,0.4735330761884559,-1.5934157968911096,1102.100452622723,-0.11453239661649468
1992 7079,2004,14.148057871321411,4291.574136196323,0.4701099508408557,-1.7131443979170888,750.3382517379636,-0.12412049996165439
19951080515,2004,14.067098851134858,4987.353677209803,0.47342861958715715,-1.5854171937214332,942.4809282341835,-0.11184826661127106
19951080996,2004,14.522642516122453,4097.962635903562,0.4994441842338828,-1.5629391685948586,303.1226334526696,-0.10864778205251804
1986 7115,2005,17.341651088456143,3570.1808592089296,0.7295111180036898,1.8701329166288239,-398.04022115525186,0.15609854060088746
1988 7169,2005,17.797567157315388,3066.576168051405,0.7817917225941169,1.986783659746108,-1010.9832485065795,0.1937262497891663
1992 7079,2005,17.997174652386104,2664.4588520423613,0.7845778885572253,2.1359723831476045,-876.777032415998,0.1903474377547151
19951080515,2005,17.599724892602467,3247.2493499585757,0.7694716142483868,1.9472088477461753,-797.623399017044,0.18419472804995862
19951080996,2005,18.134517629252127,2819.0887927614194,0.7836346595131982,2.048935944534818,-975.7512096894734,0.17554269322679733
1986 7115,2006,15.80213982172631,3021.5760921366677,0.6475445708067922,0.33062164989898957,-946.6449882275136,0.07413199340398975
1988 7169,2006,16.219825277159597,3061.736068177543,0.6691294353881512,0.4090417795903125,-1015.823348380442,0.08106396258320052
1992 7079,2006,16.07851916913354,3146.1435229150893,0.6553299089614567,0.21731689989503866,-395.0923615432697,0.06109945815894673
19951080515,2006,16.01710295193442,3128.4792228771466,0.6640967753859737,0.36458690707812735,-916.3935260984731,0.07881988918754534
19951080996,2006,16.41672054056381,3119.0187288652883,0.6761309268014916,0.33113885584649705,-675.8212735856049,0.0680389605150907
1986 7115,2007,15.051941836987298,4244.976732700429,0.5945400106150265,-0.41957633484002155,276.75565233624735,0.021127433212224125
1988 7169,2007,15.43040793276066,4135.6946682342,0.6257691456330925,-0.3803755648086228,58.13525167621593,0.03770367282814188
1992 7079,2007,15.618890204741666,3232.8150710054274,0.636634234763624,-0.2423120644968345,-308.42081345293207,0.042403783961113904
19951080515,2007,15.247951146830701,4195.695154181763,0.6140317202475835,-0.4045648980255905,150.82240520614369,0.028754834049155242
19951080996,2007,15.752131760794855,3956.8930480442555,0.6408504701797715,-0.3334499239224568,162.05304559336415,0.03275850389337046
