fire_id,fire_year,observation_year,years_since_fire,area_ha,centroid_lat,centroid_lon,NBR,NDVI,NBR_pre,NDVI_pre,dNBR
1985 7098,1985,1998,13,526.67,48.185275333952234,-77.9583781441743,0.5450076308281073,0.47838681592902116,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,1999,14,526.67,48.185275333952234,-77.9583781441743,0.6228726372423432,0.7401473532115902,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,2000,15,526.67,48.185275333952234,-77.9583781441743,0.5331915352972713,0.607361272454585,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,2001,16,526.67,48.185275333952234,-77.9583781441743,0.3808127697031459,0.24804039977356301,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,2002,17,526.67,48.185275333952234,-77.9583781441743,0.6347605403766502,0.7363020916352251,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,2003,18,526.67,48.185275333952234,-77.9583781441743,0.6151719849614112,0.7089436623225279,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,2004,19,526.67,48.185275333952234,-77.9583781441743,0.5830167280204895,0.6856455252407557,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7098,1985,2005,20,526.67,48.185275333952234,-77.9583781441743,0.6709429005150866,0.7636273732436151,0.5302314723921399,0.6425989699138344,0.1921282458894747
1985 7101,1985,1984,-1,228.65,49.05654199549099,-77.83402879130634,0.4678628419787088,0.5068664143663186,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1985,0,228.65,49.05654199549099,-77.83402879130634,0.4576956776248307,0.5594202307555524,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1986,1,228.65,49.05654199549099,-77.83402879130634,0.4111435791198072,0.2390733151373804,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1987,2,228.65,49.05654199549099,-77.83402879130634,0.5023305378366972,0.6859196898926649,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1988,3,228.65,49.05654199549099,-77.83402879130634,0.3488579989766651,0.2743648996510968,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1989,4,228.65,49.05654199549099,-77.83402879130634,0.4502555561581815,0.5340573934518671,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1990,5,228.65,49.05654199549099,-77.83402879130634,0.6107870795374423,0.6702976809875246,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1991,6,228.65,49.05654199549099,-77.83402879130634,0.5438201766580489,0.7089412392831475,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1992,7,228.65,49.05654199549099,-77.83402879130634,0.5301333128243529,0.6026173606408038,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1993,8,228.65,49.05654199549099,-77.83402879130634,0.33100905908771994,0.2675954359510956,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1994,9,228.65,49.05654199549099,-77.83402879130634,0.5835461825880104,0.7282738317455775,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1995,10,228.65,49.05654199549099,-77.83402879130634,0.6924455360498063,0.8485907096460338,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1996,11,228.65,49.05654199549099,-77.83402879130634,0.5994659429151128,0.5175263515446782,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1997,12,228.65,49.05654199549099,-77.83402879130634,0.5010194799534378,0.4828126436125867,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1998,13,228.65,49.05654199549099,-77.83402879130634,0.6767298276665235,0.8135501036745999,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,1999,14,228.65,49.05654199549099,-77.83402879130634,0.5769352252287478,0.54120695925246,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,2000,15,228.65,49.05654199549099,-77.83402879130634,0.3730470673144521,0.4800297544489596,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,2001,16,228.65,49.05654199549099,-77.83402879130634,0.3766659114790223,0.3066747079391659,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,2002,17,228.65,49.05654199549099,-77.83402879130634,0.6269482673942276,0.564730328251885,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,2003,18,228.65,49.05654199549099,-77.83402879130634,0.5849386766766892,0.6384666288519151,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,2004,19,228.65,49.05654199549099,-77.83402879130634,0.5645952704195498,0.7126742178095888,0.4678628419787088,0.5068664143663186,0.0101671643538781
1985 7101,1985,2005,20,228.65,49.05654199549099,-77.83402879130634,0.6982936613022882,0.8409577712051557,0.4678628419787088,0.5068664143663186,0.0101671643538781
1986 6155,1986,1984,-2,324.23,47.813988143937635,-76.93885977323026,0.5760759445916316,0.7478733256555018,0.4505900382366813,0.4622433193235359,-0.0127486916083982
1986 6155,1986,1985,-1,324.23,47.813988143937635,-76.93885977323026,0.325104131881731,0.17661331299157004,0.4505900382366813,0.4622433193235359,-0.0127486916083982
1986 6155,1986,1986,0,324.23,47.813988143937635,-76.93885977323026,0.4633387298450795,0.1820567786326751,0.4505900382366813,0.4622433193235359,-0.0127486916083982
1986 6155,1986,1987,1,324.23,47.813988143937635,-76.93885977323026,0.4080740244041473,0.5409712643070448,0.4505900382366813,0.4622433193235359,-0.0127486916083982
1986 6155,1986,1988,2,324.23,47.813988143937635,-76.93885977323026,0.5295024829645654,0.732311877212099,0.4505900382366813,0.4622433193235359,-0.0127486916083982
1986 6155,1986,1989,3,324.23,47.813988143937635,-76.93885977323026,0.5918709135887911,0.7638764245574794,0.4505900382366813,0.4622433193235359,-0.0127486916083982
