fire_id,fire_year,fire_cohort,area_ha,centroid_lat,centroid_lon,dNBR,recovery_metric_valid,recovery_exclusion_reason,NBR_pre,NBR_fire,NDVI_pre,NDVI_fire,recovery_0yr,recovery_1yr,recovery_2yr,recovery_3yr,recovery_4yr,recovery_5yr,recovery_6yr,recovery_7yr,recovery_8yr,recovery_9yr,recovery_10yr,recovery_11yr,recovery_12yr,recovery_13yr,recovery_14yr,recovery_15yr,recovery_16yr,recovery_17yr,recovery_18yr,recovery_19yr,recovery_20yr,recovery_ndvi_0yr,recovery_ndvi_1yr,recovery_ndvi_2yr,recovery_ndvi_3yr,recovery_ndvi_4yr,recovery_ndvi_5yr,recovery_ndvi_6yr,recovery_ndvi_7yr,recovery_ndvi_8yr,recovery_ndvi_9yr,recovery_ndvi_10yr,recovery_ndvi_11yr,recovery_ndvi_12yr,recovery_ndvi_13yr,recovery_ndvi_14yr,recovery_ndvi_15yr,recovery_ndvi_16yr,recovery_ndvi_17yr,recovery_ndvi_18yr,recovery_ndvi_19yr,recovery_ndvi_20yr,rate_0_3yr,rate_0_5yr,rate_0_10yr,years_to_80pct,n_postfire_observations,temp_anomaly_1_3yr,precip_anomaly_1_3yr,vpd_anomaly_1_3yr,temp_anomaly_1_5yr,precip_anomaly_1_5yr,vpd_anomaly_1_5yr,temp_anomaly_1_10yr,precip_anomaly_1_10yr,vpd_anomaly_1_10yr,mean_temp_postfire_available,mean_precip_postfire_available,mean_vpd_postfire_available
20051080355,2005,2005-2014,244.08220654,49.31871946205053,-75.50624885618394,0.4417195273750095,True,,0.5839864134734691,0.1422668860984595,0.6582098452308743,0.3810924800143381,0.0,-0.08702144596684565,0.24815251332923574,0.30105667807408243,0.47883824799348756,0.637286085721891,0.4611340967784346,0.231111936092931,0.6200761036797738,0.7436680235048034,0.617484488150343,0.7172086274395792,0.5576323510769509,0.8056386864266486,0.6817532980748516,0.7092109589700594,0.9230364261598993,0.9891620065222725,0.23917232779722047,0.5228308348394456,0.43343492655340843,0.0,0.06975009873741715,0.49295259348506903,-0.41115892285387956,0.12564769101378265,-0.9452781260125425,0.5345236434042968,-0.629161692876432,1.211779389745272,1.1406881508443474,0.5208364251944085,1.0720066344319568,0.6594131534947889,1.1556660171851374,0.8162391618450735,0.957783631235285,1.2957131215217292,1.2391885578904067,0.4493434808689609,0.6488838568362637,0.7187988291009207,0.10035222602469414,0.12745721714437822,0.061748448815034294,13.0,20,-0.06542975742588458,-156.06799690527438,-0.01808712971151613,-0.07273726839566527,-106.26231992450865,-0.015239031207378762,0.04573170758675947,-17.04743474840086,-0.009885146869322868,0.3547773587338966,202.86403094035904,0.005662356058899751
20051080374,2005,2005-2014,1122.49200649,49.92604651264526,-75.48194742713852,0.0469973840240235,False,low_or_negative_dnbr,0.5059947241148706,0.458997340090847,0.5371660407916916,0.6699471776150446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.03801387101324293,100.49567809364366,-0.013286470008496374,-0.05124477345931315,-91.9334830489894,-0.015244340691379666,0.0876980952018714,-40.888035679934994,-0.007770695126090352,0.38546517737476343,78.29936826163987,0.008463088825399671
20051080583,2005,2005-2014,3141.66528479,48.82830090144458,-77.0108461516439,0.300655933953526,True,,0.5721857380197667,0.2715298040662406,0.6738145538670268,0.4277823086482273,0.0,-0.9684652763872204,-0.7019158176234738,-0.29910359438647544,-0.09105373708482416,0.15598403031580899,0.35040242505803154,0.3635036891548567,0.27294220854181434,0.6235565288262785,0.5714147820340545,0.7794208492349464,0.7405290155905118,0.6623622653995037,0.8312718453411824,0.24356793114990913,0.6366330751911071,1.0911739164799374,0.1948550295198577,1.0522036101070507,0.9355482637342503,0.0,-0.6988986485162053,-0.27036519004053194,0.1263853773446872,-0.41294705943083954,-0.7624591751770424,-0.8256746313265978,-0.6111171863175461,0.7303129842234544,0.8890728997950722,0.6827919449045808,1.1269899402560855,1.0159148774729696,0.8096178448903216,1.0638290507539585,-0.9368674543811063,0.8252201781099077,1.4128842698785173,-0.34934214798116725,1.3496004421810013,1.270014233587061,-0.09970119812882515,0.031196806063161796,0.05714147820340545,14.0,20,-0.1044592124828444,297.01154910053566,-0.021627729138770296,-0.08499158776324926,70.31186663561155,-0.014557706676084498,0.02114496369292883,-49.12837130403068,-0.00849200619094055,0.3167997377506198,20.413344603182942,0.004528196077664921
20051080653,2005,2005-2014,1489.45362486,50.199120231899414,-76.8437138543693,0.0154626976552489,False,low_or_negative_dnbr,0.408192606395404,0.392729908740155,0.3419635705205469,0.4567972122018041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.022365883081672644,-96.70493845014016,-0.014970356809699764,0.0203829831535861,-315.9393936855421,-0.0088565325405091,0.1286875774748098,-132.192593366156,-0.0022063483744344664,0.3952477626438292,38.09429823192715,0.010113289346844306
20051080691,2005,2005-2014,379.078920262,49.26481758567402,-76.5157234541866,-0.0347682035543595,False,low_or_negative_dnbr,0.4199771364278317,0.4547453399821913,0.3925665734850192,0.6074973801982227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0907950510341406,396.424740418116,-0.020060212523467662,-0.06038974817247955,99.73871147598905,-0.011808023414087054,0.05021019903358166,-86.41049352420234,-0.006161330111303398,0.34164071831726417,129.84982299460177,0.006841762639006358
20051080695,2005,2005-2014,4924.15304877,49.39736441369288,-75.5829540926639,0.1562566946156182,True,,0.5449118463989232,0.388655151783305,0.6386049828612708,0.6348352857578783,0.0,-2.4123668722529503,-1.861741482237923,-0.9124860871238973,-0.9499523476254301,-0.5998736493115647,-0.4997484047505959,-0.4501278850552969,-0.32412901348402445,0.17559075486180908,-0.07517235589237965,0.5752809333621692,0.2753255811227405,0.6501551000653711,0.40046310017258274,0.6252142688758762,1.125039116914856,0.5252244563867733,0.8876441622797069,0.25013871974357804,0.2504057809242691,0.0,-90.16845188998877,-76.69194224504524,-117.63657155304891,-69.96799522496366,-102.59422422890648,-24.88336387341451,-134.1974495337925,4.116394376770335,-1.0435074751927957,-45.60123110469621,11.391420312210085,-2.072105939798914,8.255562726146177,-20.7493866648884,5.1657895866946255,26.927420573906204,-54.95866386787436,14.500083683461646,-27.999231051921353,-2.084296962099994,-0.30416202904129913,-0.11997472986231295,-0.007517235589237965,16.0,20,-0.0696585172681609,-121.51054462543686,-0.018009067643594733,-0.07095558963449719,-79.70822743351897,-0.014827299653491638,0.0474029949224017,-23.903948086643744,-0.009493612380640528,0.356268022582172,191.4972183846058,0.005818993050433048
20051080742,2005,2005-2014,638.528462337,49.37625535046806,-75.33171996660937,-0.0447426993192423,False,low_or_negative_dnbr,0.3964490803871751,0.4411917797064174,0.2635970113454122,0.6661044915493507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.05727419922317975,-198.05355433711233,-0.017223972726354998,-0.07194382119293577,-159.8926295213043,-0.015177926215515596,0.04850170117069156,-16.556144160606937,-0.010200328140481076,0.35666118278595177,206.54174857459438,0.006316227161770316
20051080768,2005,2005-2014,154.16764101,49.112264637481864,-77.9616239663096,-0.00356035830761,False,low_or_negative_dnbr,0.4123938846580928,0.4159542429657028,0.3457816884047476,0.7166838918265545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.1589908793352516,330.19690381647325,-0.03011785306899767,-0.11072765295055972,36.94620343574498,-0.023246103014594125,0.018013254801429922,-164.49847574912343,-0.010509306721994398,0.3017630967540967,27.454338204085683,0.001754264324703015
20051080797,2005,2005-2014,213.756777452,48.69530700623441,-75.77072556498383,0.0661492690125868,False,low_or_negative_dnbr,0.4824395766351819,0.416290307622595,0.3808003122124417,0.4513081602003407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.10685659491497529,177.172314670296,-0.02768984858361977,-0.11861339513805973,162.57661115406535,-0.0210991683049241,0.021578061753423583,57.542818074346904,-0.01037042397812883,0.33277408662049907,223.01850548321462,0.006715632443768642
20051081299,2005,2005-2014,1353.31869645,48.17984563720563,-78.51278151425139,-0.0930723556387209,False,low_or_negative_dnbr,0.575912970028946,0.668985325667667,0.7050156346839626,0.7762834196198498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.19333480153106208,1011.2619682678196,-0.057964864502024406,-0.15700733903525405,347.7352386653777,-0.03469945156043304,-0.06949099112247765,119.1553034545691,-0.02376724103562891,0.25942544142405166,20.070662066930765,-0.0015027329275877537
20061080486,2006,2005-2014,679.098554854,49.57711708344799,-76.70840301922433,0.0586563462161037,False,low_or_negative_dnbr,0.4277489078133282,0.3690925615972245,0.3651499141862813,0.5957473475842775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.40586681115338824,616.727303185487,-0.06897436014851237,-0.027916885449685135,141.42140567708185,-0.023220253251893957,0.017413078013252373,108.63886434826993,-0.019835110946300583,0.3490045197576892,130.53980118732886,0.002241530965239527
20071080193,2007,2005-2014,1181.48907462,48.25716183576918,-76.39055215697803,0.4336188308776204,True,,0.45901520845039,0.0253963775727695,0.537022106627632,0.3143541982707684,0.0,0.4501543817792975,0.5857411402275756,0.5404874136620598,0.7113270975998272,0.7025964547069954,0.7745023705278677,0.9096370036510592,0.7653436301246196,0.9278195953193034,1.1439192156517397,1.2792203100005908,1.3154363465488916,0.8735701579373101,1.3150530933209623,1.1798140897312162,0.9727950413413158,1.4412911407831863,1.4684046452007056,,,0.0,-0.6932247831099437,0.03530681322109843,-0.4384245684183647,0.38660082767003073,0.8171122498220212,1.210324676341874,0.5445943544354934,-0.06033193923200552,0.2813294313091543,1.8424235953019203,2.0183410064698153,1.965135375091145,0.8241239216676857,1.7898332153362484,1.7027058036525238,1.1420382503145812,2.192696072729619,2.245951655147699,,,0.1801624712206866,0.1405192909413991,0.11439192156517397,7.0,18,-0.23827848373019841,416.5990663659991,-0.06828284355496418,0.17313383349805922,137.73218423753775,-0.009636144885902215,-0.09680427649834,-42.741773708641404,-0.02675446784247325,0.33004178054765576,105.24156072914577,-0.0007601525582450503
20071080254,2007,2005-2014,53351.1275417,48.18445925464699,-76.46495330047061,0.5312418679674216,True,,0.5586104260867222,0.0273685581193006,0.6289367622981465,0.3242021924939938,0.0,0.41170116356233805,0.5845041467008538,0.6433204966411933,0.6727701657361315,0.7059553019453779,0.7794222648103608,0.8639760264026426,0.7796026201819274,0.8970537860942296,0.8676198805020511,1.0477544215764372,1.0698319777932144,0.9448313091397101,0.8786203378767896,1.073507712330471,0.8051407208252221,1.1764864978963612,1.1323304184725906,,,0.0,-0.4358055078538234,-0.0768933818536977,0.6217710891735603,0.41022118414039377,0.94869738412579,1.1857338777275936,1.1088959924438262,0.4102877468047808,0.8974606589891969,1.0512736845087591,1.3908909985745797,1.4293479581369415,1.205151078169334,0.7436196888083236,1.384436761069315,0.7371737769557694,1.6088472472509885,1.557574934566753,,,0.21444016554706444,0.14119106038907558,0.0867619880502051,7.0,18,-0.24118684316124453,401.82990353129827,-0.06898014552639563,0.17469304597410745,127.97734608097866,-0.008945474273449477,-0.09718266051399475,-48.629672172006465,-0.02697102139043141,0.32653258386663814,85.13477474432534,-0.0012437812584285442
20071080461,2007,2005-2014,8768.67450129,50.37115455513174,-76.569161371557,0.2069333365110772,True,,0.4433337917509318,0.2364004552398545,0.4864000477632953,0.5133061626520085,0.0,0.07539737420851218,0.37640801973055177,-0.002063857464114072,0.2621029523520045,0.6411362833785076,0.18770566199951644,0.8163484881948302,0.6438657979436875,1.0623634713298196,0.8448692518767861,0.8151659027805546,0.7207362034141487,1.0922744307202197,1.0942633937298099,1.4214185621523177,0.7743559658630484,1.5604688912193716,1.2831545527664505,,,-0.0,7.39376016914378,5.368566153721254,7.533462086571979,4.175136902330461,31.130111748326136,-2.4970176194931453,-3.327225891852726,3.496149013059183,-5.236356289599561,-3.1038533829845156,5.339711440134782,-0.8970157020145817,-4.909946688453243,-6.007396031528839,-6.722973693658231,0.4366552390270502,-8.550626374688077,-6.946962651207348,,,-0.000687952488038024,0.1282272566757015,0.08448692518767861,7.0,18,-0.026034172875103862,-96.9084266520892,-0.05264513305676493,0.23884175142419353,-94.32236414849521,-0.012504748351585635,-0.007977080383547386,104.54313753973979,-0.02288015699865773,0.44143604200755565,105.44872859361855,0.006544480769925172
20071080492,2007,2005-2014,310.23465581,49.32606356026601,-76.4032325925473,0.6070274634739623,True,,0.5487847364562036,-0.0582427270177586,0.4800620172266952,0.4355947918229407,0.0,0.1288058804856791,0.3077664039543278,0.7299087374469226,0.5626625514091149,0.645744112256958,0.7230849233801089,0.8198058783890549,0.7942676005275704,0.9163461522080363,0.7879060517811453,1.0179324115854287,0.9678317681666414,0.8971192587929656,1.006594345915269,1.122336620647994,0.9680089436039014,1.1096546075884581,1.0579243202399247,,,0.0,-2.2915113887876446,-1.6692512953102112,-7.602685039829876,3.1577292215462127,2.937574014969596,5.886572961044906,3.774961839166355,4.4140739335604815,5.093594274998898,0.18137631621141873,4.8346739987069585,5.176884047063294,6.1517041401343935,7.2919474524914,7.727576479969119,0.7892223832160106,7.6402389668516815,7.465697832602012,,,0.24330291248230754,0.12914882245139161,0.07879060517811452,7.0,18,-0.10105587917824659,408.2087724444289,-0.0574754707539036,0.21687550337418848,148.59593337834528,-0.011196829062079017,-0.05319610125776854,93.0035510951475,-0.02572890519960832,0.3811003468462773,188.41514479427596,0.0005462695184300445
20071080506,2007,2005-2014,741.051196725,49.42403795674385,-75.52516484576161,0.251924459125392,True,,0.4043651157742831,0.1524406566488911,0.5213678607171445,0.321920620591019,0.0,-0.24841857492006164,-0.03896192776580128,0.4725492135916705,0.44165894070968764,0.41055134081158695,0.7515827973402819,1.0460943589769838,0.8914059680223417,1.356422497567894,1.169879576282196,1.3872609574209729,1.3259135178545103,1.4034037958406478,1.693466824879817,1.5119681126873348,1.58855252351714,1.0777399593494676,0.6580455811541419,,,0.0,-0.3116365356269156,-0.15485544217801855,-0.7804590294530641,1.1369067468986773,-1.1617329929916091,1.6859892564585202,1.4123677979549747,0.471786221418099,1.9209616971102548,1.5876490937522836,1.803174134389407,1.2947044147650222,1.7649417760905084,2.1554798497144207,1.490276402461578,1.8632013032262147,1.294376688369547,0.7256518135572497,,,0.15751640453055685,0.0821102681623174,0.1169879576282196,7.0,18,-0.12474183323363215,180.13368165806864,-0.061157911346801264,0.17917132657688808,15.456327384564588,-0.02207585666767728,-0.05636463128911249,133.54713466776093,-0.028116559620329468,0.39755841167976164,259.86530592770055,0.00037354894467105093
20071080572,2007,2005-2014,224.20862677,49.11142225814307,-75.52500060705644,0.2653857915221319,True,,0.435376251988686,0.1699904604665541,0.611407760897262,0.4235186758857484,0.0,0.3390415348008914,0.3541097452777179,0.36640851874050523,0.6193071056905675,0.6760157200655877,0.3994838596555619,0.8966283566088913,0.33447616206527353,0.7940875566487463,0.8539428808704153,0.8392263432035053,0.9997718639616766,0.7503865403214752,1.205341844340217,0.8865741070274491,0.7948812479825426,0.8233364428437908,0.7651763141571077,,,0.0,-1.7740713573085052,-0.4145450899087463,0.18861790025147515,0.35470356529154307,-4.2680944695861545,1.165199055821874,1.124687025691359,-1.1843597304944322,0.604955948835298,1.2899941889002693,1.1666062170597689,1.2489048499444875,0.6033679735490116,1.3739385375635473,0.33486485462183935,0.9790126416259805,0.9997272944683093,0.9587076665297785,,,0.12213617291350175,0.13520314401311756,0.08539428808704153,7.0,18,-0.13365329659503664,112.72355032986873,-0.05947186995259001,0.18057347311490374,21.805563370058188,-0.019878828966160285,-0.061107672815737854,69.67558426135005,-0.027067185540924753,0.3834905096106268,262.4370865979824,0.0009757205694054324
